fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
660.000 TL;Renault;Clio;1.2 Joy Plus;2018;50.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;-;Sahibinden
310.000 TL;Renault;Clio;1.4 RTA;1999;259.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
550.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;174.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;2 boyalı;-;Sahibinden
775.000 TL;Renault;Clio;1.5 dCi Icon;2017;40.000 km;Düz;Dizel;Hatchback/5;Kırmızı;-;-;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
705.000 TL;Renault;Clio;1.0 SCe Joy;2022;30.000 km;Düz;Benzin;Hatchback/5;Lacivert;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
370.000 TL;Renault;Clio;1.5 dCi Authentique;2007;280.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;68 hp;Önden Çekiş;4,6 lt;55 lt;1 değişen, 3 boyalı;-;Sahibinden
475.000 TL;Renault;Clio;1.2 Joy;2013;171.500 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Sahibinden
950.000 TL;Renault;Clio;1.0 TCe Icon;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
763.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;79.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen;-;Sahibinden
410.000 TL;Renault;Clio;1.5 dCi Authentique;2006;216.000 km;Düz;Dizel;Hatchback/5;Mavi;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;1 boyalı;Takasa Uygun Değil;Sahibinden
250.000 TL;Renault;Clio;1.5 dCi Authentique;2004;360.456 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
410.000 TL;Renault;Clio;1.5 dCi Extreme;2011;262.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;70 hp;Önden Çekiş;4,5 lt;55 lt;4 boyalı;-;Sahibinden
542.500 TL;Renault;Clio;1.5 dCi Icon;2012;197.500 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;-;Sahibinden
709.750 TL;Renault;Clio;1.2 Touch;2013;53.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
325.000 TL;Renault;Clio;1.5 dCi Fidji;2004;218.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;4 boyalı;-;Sahibinden
422.500 TL;Renault;Clio;1.4 Alize;2006;135.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;2 değişen;Takasa Uygun Değil;Sahibinden
670.000 TL;Renault;Clio;1.5 dCi Icon;2014;116.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
630.900 TL;Renault;Clio;1.5 dCi GT Line;2016;81.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
305.000 TL;Renault;Clio;1.4 RTA;2000;293.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;1 değişen, 12 boyalı;Takasa Uygun;Galeriden
365.000 TL;Renault;Clio;1.4 Authentique;2004;211.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
737.500 TL;Renault;Clio;1.0 TCe Joy;2021;66.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;3 boyalı;Takasa Uygun;Galeriden
775.000 TL;Renault;Clio;1.0 TCe Touch;2020;172.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;1 değişen;Takasa Uygun Değil;Galeriden
529.000 TL;Renault;Clio;1.2 Joy;2015;105.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
360.000 TL;Renault;Clio;1.5 dCi Alize;2004;269.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
869.000 TL;Renault;Clio;1.0 TCe Icon;2021;29.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
315.000 TL;Renault;Clio;1.4 RNA;2001;205.000 km;Düz;LPG & Benzin;Sedan;Lacivert;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Galeriden
435.000 TL;Renault;Clio;1.4 Authentique;2006;140.000 km;Düz;LPG & Benzin;Hatchback/3;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;6,6 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
749.000 TL;Renault;Clio;1.2 Turbo Icon;2015;48.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
345.000 TL;Renault;Clio;1.5 dCi Authentique;2005;297.000 km;Düz;Dizel;Hatchback/5;-;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;3 boyalı;-;Sahibinden
328.000 TL;Renault;Clio;1.4 RNA;2000;271.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
235.000 TL;Renault;Clio;1.4 RT;1997;210.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;75 hp;Önden Çekiş;43 lt;-;Belirtilmemiş;Takasa Uygun;Galeriden
804.950 TL;Renault;Clio;1.0 TCe Touch;2022;7.100 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
515.000 TL;Renault;Clio;1.5 dCi Joy;2013;215.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
345.000 TL;Renault;Clio;1.2 Authentique;2006;205.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 10 boyalı;Takasa Uygun;Sahibinden
615.000 TL;Renault;Clio;1.2 Turbo Icon;2014;80.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;2 değişen, 10 boyalı;Takasa Uygun;Sahibinden
430.000 TL;Renault;Clio;1.2 Joy;2013;265.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen;-;Sahibinden
640.000 TL;Renault;Clio;1.5 dCi Icon;2013;137.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
405.000 TL;Renault;Clio;1.5 dCi Dynamique;2010;270.000 km;Düz;Dizel;Hatchback/3;Füme;1461 cc;106 hp;Önden Çekiş;4,6 lt;55 lt;Tamamı orjinal;-;Sahibinden
690.000 TL;Renault;Clio;1.5 dCi Touch;2018;92.254 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun;Galeriden
540.000 TL;Renault;Clio;1.2 Joy;2013;103.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
625.000 TL;Renault;Clio;1.5 dCi Joy;2014;104.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun Değil;Galeriden
550.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2018;307.000 km;Düz;Benzin;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
590.000 TL;Renault;Clio;1.5 dCi Joy;2017;170.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 3 boyalı;-;Sahibinden
439.500 TL;Renault;Clio;1.2 Joy;2012;310.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
930.000 TL;Renault;Clio;1.0 TCe Touch;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
425.000 TL;Renault;Clio;1.5 dCi Grandtour Extreme;2012;150.000 km;Düz;Dizel;Station wagon;Gri (Gümüş);1461 cc;90 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
300.000 TL;Renault;Clio;1.4 Alize;2006;390.000 km;Düz;LPG & Benzin;Sedan;Füme;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;3 değişen;-;Sahibinden
495.000 TL;Renault;Clio;1.5 dCi Authentique;2007;127.500 km;Düz;Dizel;Sedan;Gri (metalik);1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;Tamamı orjinal;-;Sahibinden
480.000 TL;Renault;Clio;1.5 dCi Expression;2009;199.500 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
310.000 TL;Renault;Clio;1.5 dCi Authentique;2004;336.000 km;Düz;Dizel;Sedan;Yeşil (metalik);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
310.000 TL;Renault;Clio;1.4 RNA;2000;223.500 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen;Takasa Uygun;Sahibinden
640.000 TL;Renault;Clio;1.5 dCi Icon;2013;125.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun Değil;Sahibinden
712.000 TL;Renault;Clio;1.5 dCi Touch;2019;149.100 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 boyalı;Takasa Uygun;Sahibinden
649.000 TL;Renault;Clio;0.9 TCe Touch;2019;49.800 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
829.000 TL;Renault;Clio;1.0 TCe Touch;2020;55.000 km;Düz;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
850.000 TL;Renault;Clio;1.0 TCe Touch;2021;14.300 km;Otomatik;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
815.000 TL;Renault;Clio;1.0 TCe Joy;2023;6.001 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;-;Sahibinden
535.000 TL;Renault;Clio;1.5 dCi Joy;2014;227.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Sahibinden
620.000 TL;Renault;Clio;1.2 Turbo Icon;2013;75.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Tamamı orjinal;-;Sahibinden
300.000 TL;Renault;Clio;-;2000;316.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;-;Sahibinden
365.000 TL;Renault;Clio;1.4 Expression;2002;288.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;8 boyalı;Takasa Uygun Değil;Sahibinden
625.000 TL;Renault;Clio;0.9 TCe Touch;2020;66.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
615.000 TL;Renault;Clio;1.5 dCi Icon;2015;175.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
680.000 TL;Renault;Clio;1.5 dCi SportTourer Touch;2019;180.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 boyalı;Takasa Uygun Değil;Galeriden
635.000 TL;Renault;Clio;1.0 SCe Joy;2022;40.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;-;Sahibinden
589.000 TL;Renault;Clio;1.5 dCi Joy;2015;208.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
540.000 TL;Renault;Clio;0.9 TCe Icon;2013;152.000 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;4,5 lt;45 lt;5 boyalı;Takasa Uygun;Sahibinden
467.000 TL;Renault;Clio;1.2 Expression;2005;225.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1149 cc;75 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;-;Sahibinden
315.500 TL;Renault;Clio;1.5 dCi Alize;2006;188.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;1 boyalı;-;Sahibinden
800.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2018;88.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
615.000 TL;Renault;Clio;1.5 dCi Touch;2016;146.776 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
785.000 TL;Renault;Clio;1.0 TCe Joy;2022;14.000 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
325.000 TL;Renault;Clio;1.4 RNA;2000;268.170 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 boyalı;-;Sahibinden
365.000 TL;Renault;Clio;1.5 dCi Alize;2006;280.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;Belirtilmemiş;-;Sahibinden
705.000 TL;Renault;Clio;1.2 SportTourer Icon;2015;85.000 km;Yarı Otomatik;Benzin;Station wagon;Bordo;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
510.000 TL;Renault;Clio;1.5 dCi Icon;2012;350.000 km;Düz;Dizel;Hatchback/5;Füme;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;-;Sahibinden
505.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;238.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;1 değişen;Takasa Uygun;Galeriden
790.000 TL;Renault;Clio;1.0 TCe Joy;2022;35.102 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Yetkili Bayiden
293.000 TL;Renault;Clio;1.4 RNA;2001;328.000 km;Düz;LPG & Benzin;Sedan;Bordo;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
785.000 TL;Renault;Clio;1.0 TCe Joy;2021;94.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
615.000 TL;Renault;Clio;1.0 TCe Joy;2020;98.600 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 değişen, 1 boyalı;Takasa Uygun Değil;Galeriden
650.000 TL;Renault;Clio;1.2 SportTourer Icon;2014;95.000 km;Yarı Otomatik;Benzin;Station wagon;Beyaz;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
779.750 TL;Renault;Clio;1.3 TCe Icon;2020;68.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;2 değişen, 6 boyalı;Takasa Uygun Değil;Galeriden
350.000 TL;Renault;Clio;1.4 Authentique;2007;109.688 km;Düz;Benzin;Sedan;Bej;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
709.750 TL;Renault;Clio;1.5 dCi Icon;2014;154.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
570.000 TL;Renault;Clio;1.2 SportTourer Joy;2013;81.000 km;Düz;Benzin;Station wagon;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
639.750 TL;Renault;Clio;0.9 TCe Joy;2020;48.930 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Yetkili Bayiden
429.750 TL;Renault;Clio;1.2 Extreme;2009;156.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
319.000 TL;Renault;Clio;1.4 RNA;2000;249.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;6 boyalı;Takasa Uygun;Galeriden
585.000 TL;Renault;Clio;1.5 dCi Joy;2018;192.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
821.900 TL;Renault;Clio;1.5 dCi Icon;2018;49.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
320.000 TL;Renault;Clio;1.6 RTE;2000;268.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1598 cc;90 hp;Önden Çekiş;7,8 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
335.000 TL;Renault;Clio;-;2001;270.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;2 değişen, 4 boyalı;Takasa Uygun;Galeriden
420.000 TL;Renault;Clio;1.5 dCi Grandtour Authentique;2013;300.000 km;Düz;Dizel;Station wagon;Bordo;1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
755.000 TL;Renault;Clio;1.5 dCi Touch;2018;102.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun Değil;Galeriden
590.000 TL;Renault;Clio;1.5 dCi Icon;2013;136.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 1 boyalı;Takasa Uygun;Galeriden
415.000 TL;Renault;Clio;1.2 Extreme;2008;169.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;2 değişen, 3 boyalı;-;Sahibinden
458.000 TL;Renault;Clio;1.2 Expression;2009;166.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
675.000 TL;Renault;Clio;0.9 TCe Sport Tourer Joy;2019;63.500 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
640.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;138.500 km;Düz;Dizel;Station wagon;-;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Belirtilmemiş;-;Sahibinden
670.000 TL;Renault;Clio;1.5 dCi Joy;2015;115.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun;Galeriden
335.000 TL;Renault;Clio;1.2 Authentique;2004;281.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
434.000 TL;Renault;Clio;-;2001;275.000 km;Düz;Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
603.000 TL;Renault;Clio;1.5 dCi Icon;2012;233.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
807.500 TL;Renault;Clio;1.2 Turbo GT Line;2016;49.800 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
540.000 TL;Renault;Clio;1.5 dCi Joy;2015;192.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;-;Sahibinden
538.000 TL;Renault;Clio;1.5 dCi Joy;2013;182.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
360.000 TL;Renault;Clio;1.5 dCi Alize;2006;288.000 km;Düz;Dizel;Sedan;Kahverengi;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;2 değişen;-;Sahibinden
615.000 TL;Renault;Clio;1.5 dCi Icon;2012;151.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
370.000 TL;Renault;Clio;1.5 dCi Authentique;2007;290.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;2 boyalı;-;Sahibinden
420.000 TL;Renault;Clio;1.4 Authentique;2008;242.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;1 değişen;Takasa Uygun;Sahibinden
450.000 TL;Renault;Clio;1.2 Authentique;2006;148.900 km;Düz;LPG & Benzin;Hatchback/3;Diğer;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
845.000 TL;Renault;Clio;1.0 TCe Touch;2020;21.750 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
690.000 TL;Renault;Clio;1.5 dCi Joy;2017;102.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;-;Sahibinden
370.000 TL;Renault;Clio;1.5 dCi Alize;2005;213.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 12 boyalı;-;Sahibinden
350.000 TL;Renault;Clio;1.5 dCi Alize;2005;210.000 km;Düz;Dizel;Sedan;Kırmızı;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
358.500 TL;Renault;Clio;1.5 dCi Authentique;2005;329.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
907.000 TL;Renault;Clio;1.0 TCe Icon;2020;48.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
250.000 TL;Renault;Clio;1.6 RXT;1999;280.000 km;Düz;LPG & Benzin;Hatchback/3;Gri;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;Tamamı boyalı;-;Sahibinden
439.999 TL;Renault;Clio;1.5 dCi Extreme;2010;310.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
910.000 TL;Renault;Clio;1.0 TCe Icon;2023;18.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
